schoolid,Z,Y,S3,C1,C2,C3,XC,X1,X2,X3,X4,X5
2,1,0.707667756,6,5,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.516108984,5,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.277870993,4,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.727866827,6,14,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,1.487106871,7,14,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.341729938,6,4,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.215061494,4,10,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.606393392,7,4,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.69361807,5,1,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.019788574,6,2,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.128226269,5,4,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.611352546,4,4,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.492629237,4,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.718997953,6,10,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,1.619645621,7,4,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.854294421,3,6,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.460184033,6,4,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.411329445,6,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.01672781,5,4,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.944120179,7,4,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.412273884,7,4,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.635160713,4,4,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.655636071,6,4,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.273323951,6,4,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.45256694,6,14,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.101556242,5,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.244378675,5,4,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,1.00358509,7,4,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.877153388,6,2,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.571383575,5,4,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.880984302,4,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.715331443,6,15,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.396896851,6,4,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.749143544,7,4,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.317759033,6,4,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.559817441,6,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.837340093,6,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.359062014,6,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.235792825,1,4,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.087902839,5,4,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.910599537,6,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.071890875,4,10,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.400206288,5,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.138824496,6,4,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.620469716,6,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,1.807101018,7,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.185554815,1,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.155120307,4,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.699762727,5,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.333667505,4,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.644232498,6,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.176823723,5,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.159699576,4,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.365142077,5,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.958601934,5,15,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.514599765,5,4,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.688166403,6,14,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.19412045,7,15,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.378323529,4,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.565256573,6,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.643895843,5,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-1.024282263,5,14,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,1.252285864,6,14,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.298660367,6,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.560085929,5,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.399132884,6,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.191588063,3,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.166493409,6,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,1.065977706,7,11,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.394077956,5,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.894227468,5,12,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.423240678,5,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.394455603,4,4,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.230431286,5,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.818019614,5,4,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.245009257,6,4,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.595719167,5,8,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.367338542,3,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.277285462,6,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.015443907,5,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.201808774,5,4,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.168766716,5,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,-0.204564666,5,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.423067606,6,4,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.465049736,4,11,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.475691697,5,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,1,0.013740734,4,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.221791572,5,4,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-1.352454818,4,4,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.622276967,7,4,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.938582777,5,14,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.094066216,6,14,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.672958876,5,4,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.118286261,4,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,1.084152876,7,5,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-1.01134041,4,8,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.534433962,5,4,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.376655696,5,14,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,1.105762891,5,10,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.684204892,6,5,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.48876658,7,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.400418652,5,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.281797351,3,4,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.341359979,5,4,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.185569642,6,4,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.643496813,5,14,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.60749405,3,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.573796191,4,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.396340812,6,14,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.312098799,6,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,1.03946881,6,4,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.081075215,5,4,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.239039714,6,15,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.359398966,6,15,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.619396001,6,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.158853054,7,4,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.696939648,6,4,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.302304103,6,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.378069842,5,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.151190682,6,14,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.363822992,4,2,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.247039328,5,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.227824856,6,9,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.155663178,5,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.6871085,5,2,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.326290798,6,4,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.39310524,5,15,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.497270256,6,4,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,1.126173856,7,5,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.354403231,6,4,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.270576983,7,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.233052851,5,15,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.36515427,6,14,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.731407244,5,14,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.359822543,5,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,1.005133657,5,14,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.609258888,6,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.21386274,6,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.451285501,6,2,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.129080067,5,4,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.11103821,5,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.319176598,6,4,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.085009884,5,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.387074575,6,8,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.147701807,4,5,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.51016776,6,2,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.282527599,6,4,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.530759471,6,8,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.024990192,6,15,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.598933815,6,8,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.103472711,5,15,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-1.002257834,5,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.342395249,6,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.482293826,6,2,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.613879093,7,4,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,1.004812132,6,2,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.742655034,4,15,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.058121447,5,14,1,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.035557981,6,4,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,0.131955505,5,4,2,0,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.465758589,5,15,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-1.137048457,5,4,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.866024775,5,4,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.132956044,6,5,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.406171386,5,4,2,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
2,0,-0.066142955,5,4,1,1,4,0.208297614,-0.122385964,1.19949188,-0.337134288,0.352747115
